*
-1,86352, 0,1335655, 23,92815
-2,025318, 3,119462, 23,96578
-2,17097, 6,009163, 23,88838
-1,901187, 7,458705, 23,82891
-3,750749, 4,812295, 23,63134
-4,362576, 2,493385, 23,75079
-4,504628, 0,2140228, 22,94596
-4,403034, -0,4926638, 22,63436
-0,4505324, 5,319269, 24,17997
1,387443, 6,427004, 24,25401
1,51755, 8,302182, 23,84722
1,50422, 9,151526, 23,56114
-2,539541, 0,08936933, 23,48269
-3,225095, -3,716826, 23,20474
-3,07391, -7,318995, 23,43931
-3,503124, -7,991815, 22,97185
-1,128398, 0,1722995, 23,67417
-0,3658044, -3,779006, 23,85622
0,1400701, -7,132594, 24,23934
0,115725, -7,834195, 23,41786
-2,13707, 5,300159, 23,92866
-4,349729, -1,187137, 22,48161
-4,601468, -0,583813, 22,32679
1,712684, 9,698459, 23,31108
1,259478, 9,041728, 23,21938
*
-0,8505111, -0,1041615, 24,58609
-0,7188057, 2,905132, 24,53096
-0,5689326, 5,823166, 24,34834
-0,6426453, 7,205638, 24,0317
-2,307562, 4,772296, 24,44171
-2,823179, 2,502468, 24,91815
-3,373993, 0,1889612, 24,61701
-3,565747, -0,5971993, 24,59788
0,9397924, 4,789499, 24,40193
2,670403, 3,253563, 24,88316
4,537176, 2,853786, 24,22919
5,295578, 2,94438, 23,87141
-1,555521, -0,1246368, 24,23638
-2,426527, -3,877015, 23,80077
-2,973443, -7,372991, 23,54266
-2,941375, -7,633116, 22,415
-0,1202775, -0,08005188, 24,23866
0,2681412, -3,764207, 24,12625
0,1613794, -7,209567, 24,47855
0,2755432, -7,89161, 23,5995
-0,6074293, 5,106579, 24,41638
-3,705388, -1,23978, 24,49953
-3,833988, -0,6795121, 24,28895
5,928412, 3,390979, 23,76458
5,963021, 3,480182, 23,79
*
-1,065114, -1,20016, 25,87176
-0,05855871, 1,440781, 24,61847
0,9561325, 4,002073, 23,23375
1,864589, 4,923265, 23,02977
-0,2473348, 2,963376, 22,79049
0,1379765, 0,5797389, 22,68206
0,4699005, -1,147004, 22,68692
0,5262611, -1,768676, 22,77471
1,627159, 3,15162, 24,47324
1,132251, 1,467844, 25,93264
0,5463988, -0,5705416, 26,5333
0,7676741, -1,269193, 26,39632
-1,67334, -1,035287, 25,49254
-3,086878, -3,799739, 23,9685
-3,943367, -7,196999, 23,87193
-3,756465, -7,91121, 22,95554
-0,398391, -1,322631, 25,50307
0,7312402, -4,436736, 25,12542
0,4564397, -7,385366, 24,748
1,008911, -8,00293, 24,17969
0,7041503, 3,373073, 23,60258
0,7591429, -2,408738, 22,64529
0,3954633, -1,981133, 22,71947
0,9044088, -1,508517, 26,28729
0,6452227, -1,085253, 26,19497
*
0,09970208, -0,120693, 24,79853
0,3628772, 3,176754, 24,52003
0,5497202, 6,406903, 24,15008
1,175155, 7,603009, 24,12896
-0,1569318, 5,025963, 23,61755
1,245908, 6,764167, 22,65173
2,472041, 8,735452, 22,14706
2,743059, 9,294758, 22,04137
1,479712, 4,959295, 25,42948
1,90222, 6,6097, 24,11772
2,300554, 8,061658, 23,14438
2,763524, 9,998646, 21,66207
-0,365939, -0,009206342, 24,08435
-1,888602, -3,588267, 23,58978
-3,170825, -7,144671, 23,67517
-3,143957, -7,868047, 22,8506
0,5624618, -0,2195556, 24,79095
0,918692, -3,74574, 24,54266
0,4965137, -7,349647, 24,68139
0,9873706, -8,021651, 24,1245
0,5089849, 5,624617, 24,25864
2,859001, 9,808468, 21,63854
2,623432, 9,860155, 21,63667
2,669628, 10,43933, 21,16777
2,508691, 10,07598, 21,6575
*
-1,779761, -0,053953, 24,37965
-1,677537, 3,001724, 24,3344
-1,571263, 5,960426, 24,16937
-1,814862, 7,359627, 23,99811
-3,21379, 5,093581, 24,30182
-5,523149, 4,742327, 24,45241
-6,818852, 5,799605, 23,38661
-7,10388, 6,319118, 23,04626
-0,07258198, 4,842038, 24,10927
0,8285356, 2,703334, 24,64706
1,237492, 0,766139, 23,87804
1,202577, -0,01154241, 23,39624
-2,488341, -0,03113127, 24,05149
-2,889318, -3,828736, 24,10741
-2,928245, -7,208285, 24,09981
-3,02829, -7,916684, 23,17352
-1,020093, -0,07529394, 24,00026
-0,2147748, -3,780156, 24,19614
0,4136863, -7,422969, 24,626
1,059637, -8,091417, 24,40826
-1,59884, 5,234331, 24,23213
-7,199109, 6,953321, 22,72461
-7,242451, 6,098796, 22,9205
1,298638, -0,66252, 23,14235
1,562838, -0,06955449, 23,20714
*
-2,609526, -0,2325277, 24,38339
-2,823861, 2,817341, 24,1623
-3,021005, 5,772824, 23,82164
-3,343966, 7,17109, 23,53037
-4,627575, 4,603513, 23,73996
-5,528641, 2,373657, 23,78678
-6,483173, 0,653739, 23,2987
-6,986266, -0,02380586, 23,09723
-1,395339, 4,863606, 24,05522
-0,5684869, 2,821633, 24,90259
0,116979, 0,7716042, 24,51744
0,2737782, -0,006546523, 24,28698
-3,318063, -0,2592329, 23,95893
-3,401317, -3,854079, 24,03969
-3,067572, -7,204404, 24,11723
-3,05962, -7,864772, 23,23227
-1,827507, -0,1993626, 24,10119
-0,7164114, -3,775829, 24,28791
0,2286754, -7,264996, 24,4784
0,3019308, -7,543647, 23,35342
-2,974903, 5,04747, 23,92814
-7,682568, -0,4651738, 22,98873
-6,557603, -0,05796583, 23,15077
0,4494071, -0,6320263, 24,14906
0,6383073, -0,05856436, 23,97714
*
-1,643527, -1,226425, 25,20207
-3,093086, 1,294968, 24,07049
-4,520899, 3,732861, 22,80727
-5,440711, 4,725918, 22,78718
-5,464484, 2,557255, 24,12068
-4,281724, 0,824964, 25,17475
-3,178184, -1,308128, 25,07525
-3,013539, -1,624629, 24,70712
-3,066884, 2,642003, 22,5254
-4,513986, 0,7335353, 22,12321
-5,915128, -1,191047, 21,9723
-6,508116, -1,882884, 21,71112
-2,155332, -1,410275, 24,79898
-3,165627, -4,536633, 24,51543
-3,176548, -7,7082, 24,11101
-3,621, -8,016132, 23,38999
-1,089233, -1,018948, 24,90568
0,436206, -4,547101, 23,87105
1,52036, -7,31765, 24,86304
1,648067, -7,915039, 24,08532
-4,170994, 3,13232, 23,14454
-3,058531, -1,938443, 24,49587
-3,302484, -1,979394, 24,47667
-7,014747, -2,539105, 21,70906
-6,794602, -2,051543, 21,25444
*
-2,652375, 0,05659471, 24,41593
-3,059239, 3,027625, 24,21698
-3,404734, 5,931802, 23,9324
-3,781946, 7,237546, 23,69067
-4,959243, 4,502172, 24,18924
-5,297668, 2,272485, 24,67402
-5,620106, -0,04813328, 24,06484
-5,722833, -0,8525347, 23,7677
-1,887306, 5,214237, 23,67788
-0,5587821, 6,581487, 22,57926
-0,3146826, 8,393179, 21,79662
-0,2611623, 9,304002, 21,64024
-3,325851, -0,09360594, 24,16133
-3,600257, -3,608999, 23,61629
-3,193443, -7,40682, 24,04388
-3,520386, -8,000179, 23,43707
-1,86184, 0,2048354, 23,94411
-0,7145855, -3,428315, 23,89976
0,08229322, -7,246658, 24,70841
-0,05148971, -7,532885, 23,59169
-3,323352, 5,218229, 24,02294
-5,744067, -1,535163, 23,74894
-5,931141, -0,9410043, 23,35889
0,03509617, 9,889273, 21,50463
0,2064716, 9,68032, 21,25777
*
-2,290905, -0,1380383, 24,37898
-2,412709, 2,950154, 24,11071
-2,520728, 5,939836, 23,7216
-2,224029, 7,298814, 23,67322
-3,63342, 4,719563, 22,92083
-5,168235, 3,471768, 21,88383
-4,521049, 1,402683, 22,47271
-4,085161, 0,9721934, 22,69976
-1,073304, 4,923603, 24,76991
-0,2039643, 3,418453, 26,22285
-0,6893872, 1,68033, 25,62884
-1,022123, 1,394504, 25,30392
-2,863474, -0,1028473, 23,73474
-3,436183, -3,751238, 23,68712
-3,622802, -7,182707, 24,01354
-3,584288, -7,915483, 23,11143
-1,652674, -0,1693348, 24,31284
-0,7069428, -3,802588, 24,41508
-0,162876, -7,411704, 24,5791
0,1156616, -8,00293, 23,96484
-2,49624, 5,20637, 23,84042
-3,720648, 0,1424341, 22,64978
-4,636717, 1,033548, 22,2675
-1,141031, 0,6710761, 24,55021
-1,279856, 1,461362, 24,89846
*
-3,194541, -0,1932333, 24,10571
-3,536325, 2,790648, 23,93707
-3,856572, 5,683504, 23,62957
-3,834298, 7,100561, 23,387
-5,137228, 4,541791, 22,96851
-6,485687, 3,032937, 22,17165
-5,683178, 1,220695, 22,4622
-5,336638, 0,8472704, 22,74196
-2,260869, 4,903769, 24,51537
-1,016567, 3,567058, 25,77388
-1,327237, 1,686596, 25,09761
-1,494807, 1,385118, 24,68545
-3,782799, -0,2162847, 23,53943
-3,926868, -3,879129, 23,52374
-3,747227, -7,236295, 23,99003
-3,641504, -7,939258, 23,11533
-2,507918, -0,1613589, 23,95396
-1,173521, -3,896149, 24,03175
-0,3943115, -7,325532, 24,27907
-0,01072634, -7,585297, 23,23202
-3,781401, 4,972631, 23,7288
-4,880606, 0,04787061, 22,81681
-4,891096, 1,282521, 22,95274
-1,640752, 0,6883668, 23,9852
-2,000337, 1,366698, 23,97
*
-1,136673, -0,192716, 24,50191
-1,060484, 2,855424, 24,26224
-0,9803336, 5,80662, 23,90161
-1,259548, 7,171756, 23,59946
-2,782287, 4,770996, 24,60221
-3,928276, 3,140287, 25,21124
-3,516901, 1,376495, 24,95786
-3,210712, 0,9988925, 24,90772
0,398695, 4,707116, 23,58794
2,283887, 3,397, 23,43376
1,589922, 1,72358, 23,36541
1,156117, 1,201902, 23,4185
-1,824745, -0,2181482, 24,28064
-2,677574, -3,783133, 23,78913
-3,223048, -7,376558, 23,93537
-3,521069, -7,988019, 23,10917
-0,4150334, -0,1617113, 24,00919
0,2730125, -3,869231, 24,35661
0,5499291, -7,20493, 24,89702
0,2987611, -7,490103, 23,80225
-1,001116, 5,082565, 24,01346
-2,937104, 0,4785646, 24,48311
-2,703203, 0,8739316, 24,33182
0,6821887, 0,4820192, 23,53851
0,5837542, 1,477669, 23,67857
*
-0,5670615, -0,2091886, 24,88716
-0,4805406, 2,831793, 24,60484
-0,4091189, 5,789147, 24,16697
-0,735454, 7,15553, 24,02284
-2,140588, 4,762011, 24,77195
-3,414222, 3,259936, 25,53349
-2,946117, 1,372033, 25,25159
-2,701533, 1,02945, 25,21063
0,9888428, 4,773457, 23,91674
3,025512, 3,592001, 24,45808
2,280409, 1,936704, 24,52921
1,710284, 1,601245, 24,47169
-1,280188, -0,2238834, 24,61959
-2,209538, -3,858802, 24,20018
-2,867246, -7,537918, 23,97702
-3,262475, -8,031246, 23,4333
0,1540069, -0,1869048, 24,43956
0,6203334, -3,788487, 24,62694
0,6421869, -7,19625, 25,04741
0,4229845, -7,488351, 23,94542
-0,426982, 5,0627, 24,3001
-2,459333, 0,6285635, 24,79935
-2,191921, 0,9945151, 24,6425
1,227799, 0,9130244, 24,12054
1,305396, 1,786659, 24,33231
*
-0,6448174, -0,1655955, 24,67345
-0,4189135, 3,001131, 24,45851
-0,1908748, 6,06572, 24,12262
-0,3736739, 7,390556, 24,10493
-1,856765, 4,802, 25,24902
-2,918895, 3,194258, 26,03554
-2,732092, 1,408622, 25,6318
-2,512381, 1,136756, 25,4248
0,8086216, 4,847259, 23,56297
2,511328, 4,77646, 21,89759
3,840522, 4,19579, 19,83429
4,736575, 3,88544, 18,89069
-1,255502, -0,2067059, 24,55846
-2,103905, -4,117406, 24,29801
-2,861701, -7,525315, 23,983
-3,253338, -7,79372, 22,97449
-0,002016966, -0,118761, 24,07959
0,5070258, -4,00518, 24,4343
0,6031095, -7,176966, 24,94959
0,8349684, -7,974045, 24,36276
-0,2478236, 5,314049, 24,22823
-2,421387, 0,5783207, 24,92031
-2,725337, 1,148402, 25,126
5,173511, 3,393798, 18,16397
5,271249, 4,002, 18,872
*
-0,3907966, -0,370042, 24,76469
-0,003523203, 2,675599, 24,65219
0,4441878, 5,708504, 24,39439
0,3087867, 7,095137, 24,56544
-1,248088, 4,740283, 25,69241
-2,364567, 3,116881, 26,36301
-2,301224, 1,360301, 25,80202
-2,16212, 1,083715, 25,49175
1,210328, 4,325043, 23,97968
1,069501, 4,914766, 21,97123
-0,3224842, 5,326389, 19,91299
-1,15643, 5,594258, 18,67419
-1,000528, -0,3904991, 24,7387
-1,914333, -4,221138, 24,35151
-2,81001, -7,482173, 23,989
-3,224797, -7,73508, 22,98596
0,218922, -0,3466839, 24,09418
0,6273586, -4,078796, 24,3732
0,6694632, -7,262118, 24,96294
0,8759029, -8,022331, 24,33534
0,3320819, 4,961702, 24,48306
-2,158029, 0,6267217, 25,03049
-2,168925, 0,6687856, 24,89333
-1,682435, 5,677426, 17,87636
-1,409982, 5,290921, 18,56435
*
-0,5511465, -0,2481892, 24,83529
-0,3165606, 2,842499, 24,68859
-0,09485174, 5,835192, 24,42077
-0,4211637, 7,173222, 24,28512
-1,919056, 4,766874, 25,17654
-3,221256, 3,344116, 25,85523
-2,892179, 1,573392, 25,46904
-2,780081, 1,233717, 25,13683
1,181272, 4,638892, 23,90863
1,979899, 2,630899, 23,88723
1,433395, 1,3978, 22,56555
0,9681517, 1,314364, 21,72617
-1,226128, -0,2366858, 24,65138
-2,199762, -3,865358, 24,24085
-2,726703, -7,463466, 24,21109
-2,993495, -7,728708, 23,13333
0,1346919, -0,2483984, 24,29903
0,6019709, -3,955468, 24,47258
0,6469342, -7,236781, 24,9885
0,8938558, -7,986171, 24,39834
-0,1490489, 5,101533, 24,50946
-2,640769, 0,7605145, 24,74026
-2,992186, 1,059401, 24,9925
0,7154237, 1,221976, 21,31557
1,076797, 1,350078, 21,28222
*
-0,4248701, -0,6084569, 24,74693
-0,7384173, 2,777021, 24,35971
-1,040207, 6,046469, 23,84166
-1,512556, 7,304032, 23,83627
-2,359943, 5,0167, 24,90377
-3,956449, 4,202351, 23,12731
-6,194966, 4,413286, 23,0741
-6,947332, 4,490445, 23,09419
-0,2222978, 4,579493, 22,98926
-2,011698, 3,516809, 21,50319
-3,624521, 4,292489, 21,44627
-4,02996, 4,636642, 21,88368
-0,9283359, -0,7893038, 24,58513
-1,197969, -3,928678, 25,01877
1,486061, -7,219891, 25,67452
0,9374076, -7,548543, 24,76799
0,1045668, -0,4317861, 24,19583
-0,004384917, -3,846866, 23,82187
0,9960805, -7,475909, 24,21928
0,4847341, -7,988958, 23,43818
-0,9650681, 5,242735, 23,99334
-7,122981, 4,406255, 22,95039
-6,965938, 4,397907, 22,9622
-4,55845, 4,691833, 22,35085
-3,795914, 4,899673, 21,726
*
-2,596192, -0,3735184, 24,93213
-2,364533, 2,838356, 24,67094
-2,096096, 5,939182, 24,28889
-1,641238, 7,185863, 24,32239
-3,126973, 4,560613, 23,57968
-4,973649, 3,186902, 22,83864
-4,479765, 3,624685, 21,05355
-4,11488, 4,025692, 20,51014
-0,8628197, 4,544814, 25,42658
-0,5862606, 2,433061, 25,65168
-0,4208937, 0,7720375, 26,24813
-0,2972718, 0,4524723, 25,93016
-3,06796, -0,3289714, 24,21478
-3,394724, -3,939108, 23,93163
-3,687451, -7,341199, 24,38193
-3,443146, -7,958324, 23,50832
-1,961841, -0,4167586, 24,91625
-1,294034, -3,882681, 24,16241
-1,249677, -7,275347, 25,00344
-0,859375, -7,8125, 24,33594
-2,166378, 5,180955, 24,40581
-3,883796, 4,391079, 20,04923
-3,748358, 4,095837, 20,34308
-0,2433221, -0,06441686, 25,75616
-0,5388653, 0,3264869, 25,34231
*
-1,227939, -0,1935828, 24,85643
-1,204741, 2,886135, 24,56552
-1,240217, 5,924201, 24,13972
-1,66411, 7,190212, 23,98845
-2,899236, 4,777595, 24,91034
-3,040058, 2,731377, 26,12491
-3,288783, 0,5761529, 25,62048
-3,344279, 0,2023106, 25,55029
0,06569211, 4,666056, 23,70056
0,9617274, 2,408064, 24,06887
1,192411, 0,8187807, 23,00478
1,385565, 0,2304133, 22,44239
-1,955457, -0,210037, 24,6808
-2,273086, -3,913051, 24,19074
-2,662808, -7,241993, 24,55695
-2,573924, -7,886452, 23,71177
-0,5312191, -0,1566528, 24,25637
0,07673393, -4,017921, 23,99666
0,7114717, -7,361517, 24,47321
0,3258719, -7,983107, 23,7698
-1,220367, 5,177409, 24,26751
-3,368965, -0,2631304, 25,38131
-3,062293, 0,1971259, 25,106
1,633619, -0,1790869, 22,07716
1,700078, 0,3099129, 22,01467
*
-1,280353, -0,217472, 25,31536
-1,234613, 2,801625, 25,08566
-1,164478, 5,738565, 24,74635
-1,022712, 7,114911, 24,51799
-2,713307, 4,711098, 24,7321
-3,636131, 2,627471, 25,52366
-4,86736, 1,43837, 24,84108
-5,580262, 1,09177, 24,42417
0,5353571, 4,583304, 24,89866
1,310692, 2,460881, 25,74759
1,887437, 0,5611798, 25,1921
2,207962, -0,1169025, 25,04215
-1,983358, -0,1935728, 24,92162
-2,432541, -3,792634, 24,33974
-3,067528, -7,298028, 24,61271
-2,498288, -7,983089, 24,09999
-0,4971328, -0,2327328, 25,0015
0,001316091, -4,002226, 24,62926
0,6862475, -7,169857, 25,07958
0,7194621, -7,455692, 23,94451
-1,185255, 5,017518, 24,85205
-6,093943, 0,8230752, 24,19158
-5,559334, 0,8604466, 24,49846
2,590369, -0,6012969, 24,8295
2,698248, -0,2027994, 24,77091
*
-1,862885, -0,2037699, 25,71913
-1,791529, 2,773015, 25,41205
-1,718798, 5,663669, 24,98902
-1,690744, 7,034717, 24,64497
-3,111944, 4,557752, 24,39866
-3,957368, 2,538362, 24,28903
-2,69754, 1,529952, 23,32748
-2,572831, 1,446675, 22,55302
-0,3632438, 4,71055, 25,90115
-0,3853682, 2,413043, 26,66891
0,4223914, 0,5020766, 25,86493
0,6433262, 0,04965602, 25,82655
-2,453697, -0,1815706, 25,14067
-2,745426, -3,775572, 24,77704
-2,903297, -7,260466, 25,16498
-2,881064, -7,905829, 24,2403
-1,262226, -0,2363824, 25,62735
